

-- Schedd: bigbird18.cern.ch : <188.185.71.83:9618?... @ 12/20/21 04:31:10
 ID         OWNER            SUBMITTED     RUN_TIME ST PRI SIZE CMD
2475906.579 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_e 8 8
2475906.580 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_d 1 7
2475906.581 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_d 2 7
2475906.582 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_d 3 7
2475906.583 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_d 4 7
2475906.584 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_d 5 7
2475906.585 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_d 6 7
2475906.586 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_d 7 7
2475906.587 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt50to80_Ele_postVFP 1 4
2475906.588 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt50to80_Ele_postVFP 2 4
2475906.589 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt50to80_Ele_postVFP 3 4
2475906.590 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt50to80_Ele_postVFP 4 4
2475906.591 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 1 14
2475906.592 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 2 14
2475906.593 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 3 14
2475906.594 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 4 14
2475906.595 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 5 14
2475906.596 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 6 14
2475906.597 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 7 14
2475906.598 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 8 14
2475906.599 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 9 14
2475906.600 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 10 14
2475906.601 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 11 14
2475906.602 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 12 14
2475906.603 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 13 14
2475906.604 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 DYjetsM50_postVFP 14 14
2475906.605 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1695_preVFP 1 7
2475906.606 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1695_preVFP 2 7
2475906.607 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1695_preVFP 3 7
2475906.608 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1695_preVFP 4 7
2475906.609 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1695_preVFP 5 7
2475906.610 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1695_preVFP 6 7
2475906.611 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_mtop1695_preVFP 7 7
2475906.612 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 1 16
2475906.613 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 2 16
2475906.614 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 3 16
2475906.615 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 4 16
2475906.616 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 5 16
2475906.617 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 6 16
2475906.618 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 7 16
2475906.619 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 8 16
2475906.620 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 9 16
2475906.621 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 10 16
2475906.622 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 11 16
2475906.623 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 12 16
2475906.624 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 13 16
2475906.625 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 14 16
2475906.626 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 15 16
2475906.627 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_h 16 16
2475906.628 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_preVFP 1 8
2475906.629 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_preVFP 2 8
2475906.630 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_preVFP 3 8
2475906.631 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_preVFP 4 8
2475906.632 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_preVFP 5 8
2475906.633 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_preVFP 6 8
2475906.634 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_preVFP 7 8
2475906.635 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_preVFP 8 8
2475906.636 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HplusM110_postVFP
2475906.637 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt1000toInf_Mu_postVFP 1 4
2475906.638 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt1000toInf_Mu_postVFP 2 4
2475906.639 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt1000toInf_Mu_postVFP 3 4
2475906.640 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt1000toInf_Mu_postVFP 4 4
2475906.641 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt120to170_Ele_preVFP
2475906.642 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 W4jets_preVFP
2475906.643 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt20to30_Mu_postVFP 1 4
2475906.644 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt20to30_Mu_postVFP 2 4
2475906.645 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt20to30_Mu_postVFP 3 4
2475906.646 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt20to30_Mu_postVFP 4 4
2475906.647 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_preVFP 1 9
2475906.648 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_preVFP 2 9
2475906.649 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_preVFP 3 9
2475906.650 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_preVFP 4 9
2475906.651 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_preVFP 5 9
2475906.652 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_preVFP 6 9
2475906.653 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_preVFP 7 9
2475906.654 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_preVFP 8 9
2475906.655 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Semilept_CP5down_preVFP 9 9
2475906.656 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt600to800_Mu_postVFP 1 11
2475906.657 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt600to800_Mu_postVFP 2 11
2475906.658 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt600to800_Mu_postVFP 3 11
2475906.659 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt600to800_Mu_postVFP 4 11
2475906.660 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt600to800_Mu_postVFP 5 11
2475906.661 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt600to800_Mu_postVFP 6 11
2475906.662 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt600to800_Mu_postVFP 7 11
2475906.663 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt600to800_Mu_postVFP 8 11
2475906.664 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt600to800_Mu_postVFP 9 11
2475906.665 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt600to800_Mu_postVFP 10 11
2475906.666 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt600to800_Mu_postVFP 11 11
2475906.667 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HplusM130_preVFP
2475906.668 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_preVFP 1 9
2475906.669 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_preVFP 2 9
2475906.670 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_preVFP 3 9
2475906.671 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_preVFP 4 9
2475906.672 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_preVFP 5 9
2475906.673 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_preVFP 6 9
2475906.674 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_preVFP 7 9
2475906.675 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_preVFP 8 9
2475906.676 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_preVFP 9 9
2475906.677 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_CP5down_preVFP 1 4
2475906.678 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_CP5down_preVFP 2 4
2475906.679 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_CP5down_preVFP 3 4
2475906.680 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_CP5down_preVFP 4 4
2475906.681 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 1 17
2475906.682 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 2 17
2475906.683 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 3 17
2475906.684 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 4 17
2475906.685 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 5 17
2475906.686 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 6 17
2475906.687 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 7 17
2475906.688 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 8 17
2475906.689 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 9 17
2475906.690 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 10 17
2475906.691 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 11 17
2475906.692 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 12 17
2475906.693 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 13 17
2475906.694 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 14 17
2475906.695 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 15 17
2475906.696 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 16 17
2475906.697 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_hdampdown_postVFP 17 17
2475906.698 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 HplusM080_preVFP
2475906.699 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_c 1 5
2475906.700 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_c 2 5
2475906.701 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_c 3 5
2475906.702 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_c 4 5
2475906.703 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_c 5 5
2475906.704 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tbar_channel_postVFP 1 7
2475906.705 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tbar_channel_postVFP 2 7
2475906.706 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tbar_channel_postVFP 3 7
2475906.707 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tbar_channel_postVFP 4 7
2475906.708 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tbar_channel_postVFP 5 7
2475906.709 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tbar_channel_postVFP 6 7
2475906.710 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 ST_tbar_channel_postVFP 7 7
2475906.711 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 1 14
2475906.712 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 2 14
2475906.713 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 3 14
2475906.714 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 4 14
2475906.715 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 5 14
2475906.716 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 6 14
2475906.717 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 7 14
2475906.718 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 8 14
2475906.719 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 9 14
2475906.720 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 10 14
2475906.721 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 11 14
2475906.722 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 12 14
2475906.723 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 13 14
2475906.724 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt170to300_Mu_postVFP 14 14
2475906.725 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 1 16
2475906.726 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 2 16
2475906.727 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 3 16
2475906.728 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 4 16
2475906.729 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 5 16
2475906.730 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 6 16
2475906.731 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 7 16
2475906.732 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 8 16
2475906.733 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 9 16
2475906.734 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 10 16
2475906.735 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 11 16
2475906.736 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 12 16
2475906.737 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 13 16
2475906.738 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 14 16
2475906.739 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 15 16
2475906.740 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_preVFP 16 16
2475906.741 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 1 14
2475906.742 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 2 14
2475906.743 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 3 14
2475906.744 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 4 14
2475906.745 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 5 14
2475906.746 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 6 14
2475906.747 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 7 14
2475906.748 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 8 14
2475906.749 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 9 14
2475906.750 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 10 14
2475906.751 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 11 14
2475906.752 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 12 14
2475906.753 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 13 14
2475906.754 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 Data_SingleMu_b 14 14
2475906.755 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt50to80_Mu_preVFP 1 6
2475906.756 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt50to80_Mu_preVFP 2 6
2475906.757 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt50to80_Mu_preVFP 3 6
2475906.758 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt50to80_Mu_preVFP 4 6
2475906.759 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt50to80_Mu_preVFP 5 6
2475906.760 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt50to80_Mu_preVFP 6 6
2475906.761 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5down_preVFP 1 8
2475906.762 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5down_preVFP 2 8
2475906.763 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5down_preVFP 3 8
2475906.764 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5down_preVFP 4 8
2475906.765 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5down_preVFP 5 8
2475906.766 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5down_preVFP 6 8
2475906.767 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5down_preVFP 7 8
2475906.768 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Hadronic_CP5down_preVFP 8 8
2475906.769 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_postVFP 1 4
2475906.770 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_postVFP 2 4
2475906.771 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_postVFP 3 4
2475906.772 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 QCD_Pt470to600_Mu_postVFP 4 4
2475906.773 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_CP5down_postVFP 1 4
2475906.774 imirza         12/19 10:01   0+00:00:00 I  0    0.0 runMakeSkims.sh 2016 TTbarPowheg_Dilepton_CP5down_postVFP 2 4
